people_id,movie_id
p_45808,185107
p_279697,185107
p_279698,185107
p_2729,185107
p_5266,185107
p_235506,93111
p_38107,93111
p_104243,93111
p_26418,93111
p_26247,93111
p_51818,7009
p_51819,7009
p_51820,7009
p_51821,7009
p_51822,7009
p_51823,7009
p_1291,7009
p_51824,7009
p_5514,7009
p_23524,7009
p_4537,7009
p_17068,7009
p_4621,7009
p_51825,7009
p_51826,7009
p_11953,7009
p_51827,7009
p_15336,155752
p_240159,155752
p_243273,155752
p_118347,155752
p_250974,155752
p_193475,155752
p_249623,155752
p_62867,155752
p_249770,155752
p_248692,155752
p_36730,85005
p_91189,85005
p_4794,85005
p_206415,85005
p_44652,85005
p_102773,85005
p_44323,85005
p_29123,21483
p_28071,21483
p_29176,21483
p_57379,15700
p_83598,15700
p_83599,15700
p_133743,15700
p_133744,15700
p_121254,49457
p_62937,49457
p_153691,49457
p_120960,49457
p_65992,49457
p_153692,49457
p_153693,49457
p_70674,49457
p_15533,119432
p_40938,119432
p_37946,119432
p_55922,119432
p_21236,119432
p_87773,18559
p_87775,18559
p_87776,18559
p_87777,18559
p_87778,18559
p_87779,18559
p_87780,18559
p_47436,18559
p_38131,18559
p_11275,105828
p_223051,105828
p_222906,105828
p_90022,105828
p_39173,105828
p_232890,105828
p_84824,105828
p_87216,105828
p_87755,65498
p_121038,65498
p_107686,65498
p_4255,65498
p_153023,65498
p_163047,65498
p_204890,65498
p_204891,65498
p_1283,24041
p_5472,24041
p_118,24041
p_529,24041
p_5658,24041
p_937,24041
p_49971,24041
p_9191,24041
p_136727,24041
p_136728,24041
p_136729,24041
p_29545,24041
p_56402,50313
p_81797,50313
p_155679,50313
p_14610,50313
p_248659,50313
p_248660,50313
p_37764,50313
p_37609,50313
p_72332,50313
p_4288,50313
p_167734,50313
p_112566,50313
p_240936,50313
p_97725,102288
p_93352,102288
p_121293,102288
p_51485,102288
p_240217,102288
p_139419,102288
p_240218,102288
p_252765,118569
p_252766,118569
p_236716,118569
p_252767,118569
p_252768,118569
p_193324,118569
p_99998,65587
p_80700,65587
p_45192,65587
p_21997,65587
p_202536,65587
p_11610,65587
p_133163,43146
p_16483,1366
p_4521,1366
p_1101,1366
p_16523,1366
p_16524,1366
p_16525,1366
p_16526,1366
p_16527,1366
p_16528,1366
p_2563,1366
p_16529,1366
p_16530,1366
p_16531,1366
p_16532,1366
p_7664,33742
p_39157,33742
p_108398,33742
p_49895,33742
p_29904,33742
p_108399,33742
p_52999,33742
p_12742,33742
p_32677,33742
p_92235,33742
p_14822,33742
p_108400,33742
p_2091,189577
p_167886,189577
p_267744,189577
p_14304,189577
p_6178,16133
p_58339,16133
p_67917,16133
p_100247,16133
p_32131,16133
p_93328,86214
p_41210,86214
p_90010,86214
p_160628,86214
p_226801,86214
p_172034,86214
p_160627,86214
p_107402,86214
p_55084,86214
p_211633,86214
p_1184,20145
p_86386,20145
p_47153,20145
p_182158,20145
p_64125,20145
p_19354,20145
p_107524,20145
p_71158,20145
p_1017,20145
p_90860,20145
p_19069,44156
p_84511,44156
p_19092,44156
p_6809,44156
p_137474,44156
p_3573,44156
p_39095,44156
p_1032,60594
p_2746,60594
p_9908,10444
p_12776,10444
p_65321,10444
p_14121,10444
p_23720,10444
p_1137,90467
p_227,90467
p_233567,90467
p_12932,90467
p_925,90467
p_28633,90467
p_156352,50705
p_156353,50705
p_30471,50705
p_199811,50705
p_122752,50705
p_133846,50705
p_62414,64150
p_121198,64150
p_154193,64150
p_121252,64150
p_195813,64150
p_62410,64150
p_182526,64150
p_56830,64150
p_56807,64150
p_70674,64150
p_195815,64150
p_195816,64150
p_222323,72456
p_222324,72456
p_222325,72456
p_68973,72456
p_1973,87999
p_102242,87999
p_35956,87999
p_1352,87999
p_18340,87999
p_24379,87999
p_33989,96209
p_21744,96209
p_137735,96209
p_22690,96209
p_236989,96209
p_261981,147521
p_261982,147521
p_261983,147521
p_261984,147521
p_24373,147521
p_261985,147521
p_33643,100094
p_215184,100094
p_238804,100094
p_238805,100094
p_234987,100094
p_53283,44667
p_2641,44667
p_35341,44667
p_1646,44667
p_10739,44667
p_60949,44667
p_139024,44667
p_139025,44667
p_28476,44667
p_229753,86049
p_229754,86049
p_229755,86049
p_71180,86049
p_225568,86049
p_24379,98628
p_25178,98628
p_39645,98628
p_36912,98628
p_32100,98628
p_39334,98628
p_110571,98628
p_238756,98628
p_106556,96524
p_106974,96524
p_54676,96524
p_235715,96524
p_88474,96524
p_19911,96524
p_239576,96524
p_239577,96524
p_24901,96524
p_22184,96524
p_15485,96524
p_129440,96524
p_44331,96524
p_20508,102262
p_237502,102262
p_53998,102262
p_237710,102262
p_237503,102262
p_10510,130204
p_41118,130204
p_256713,130204
p_152188,130204
p_87105,130204
p_256714,130204
p_5442,10930
p_9272,10930
p_67532,10930
p_30720,10930
p_6015,10930
p_25052,10930
p_28676,10930
p_28247,10930
p_232420,143889
p_241875,143889
p_71377,143889
p_235643,143889
p_17463,143889
p_260122,143889
p_148014,143889
p_234812,143889
p_252897,143889
p_238339,143889
p_24608,28338
p_9766,28338
p_102223,28338
p_32377,28338
p_24602,28338
p_30832,28338
p_69011,28338
p_102230,28338
p_198525,64617
p_198526,64617
p_157663,64617
p_198527,64617
p_147236,57429
p_199179,57429
p_158350,57429
p_200146,57429
p_18061,57429
p_200150,57429
p_200152,57429
p_54227,92358
p_40937,92358
p_97782,92358
p_35896,92358
p_64645,92358
p_234904,92358
p_16921,92358
p_18558,92358
p_3829,36011
p_3762,36011
p_4289,36011
p_37129,36011
p_39098,36011
p_28189,36011
p_70173,36011
p_24495,36011
p_24388,36011
p_112652,36011
p_167609,55402
p_7107,93160
p_235543,93160
p_3200,93160
p_2832,93160
p_177658,93160
p_2817,93160
p_3131,37566
p_2983,37566
p_82038,37566
p_87538,37566
p_53240,37566
p_181065,37566
p_105015,37566
p_25078,37566
p_181693,37566
p_181694,37566
p_17199,37566
p_85167,37566
p_181695,37566
p_115743,37566
p_189820,112629
p_96664,112629
p_246885,112629
p_246886,112629
p_246887,112629
p_54146,56908
p_2744,56908
p_954,56908
p_19820,56908
p_234425,56908
p_47150,40852
p_47151,40852
p_124256,40852
p_47153,40852
p_73930,40852
p_124257,40852
p_72912,40852
p_124258,40852
p_8252,62524
p_10022,62524
p_20366,62524
p_17755,62524
p_3383,62524
p_30002,62524
p_34293,62524
p_164465,62524
p_19097,62524
p_188078,62524
p_188079,62524
p_188080,62524
p_188081,62524
p_113932,62524
p_34280,62524
p_188082,62524
p_31707,62524
p_34383,130123
p_155585,130123
p_254600,130123
p_256560,130123
p_48748,27345
p_98470,27345
p_98471,27345
p_98472,27345
p_98473,27345
p_84582,27345
p_98474,27345
p_98475,27345
p_98476,27345
p_98477,27345
p_98478,27345
p_11611,27345
p_8203,27345
p_98479,27345
p_158693,110408
p_33070,110408
p_15388,110408
p_14120,110408
p_47306,110408
p_10459,110408
p_99,21940
p_13363,21940
p_92023,21940
p_92024,21940
p_92025,21940
p_92026,21940
p_92027,21940
p_92028,21940
p_92029,21940
p_92030,21940
p_92031,21940
p_92032,21940
p_56471,21940
p_83444,21940
p_29699,21940
p_24517,66211
p_56117,66211
p_139713,66211
p_204653,66211
p_204654,66211
p_204655,66211
p_204656,66211
p_204657,66211
p_204658,66211
p_204659,66211
p_139415,44738
p_84343,44738
p_7824,44738
p_139416,44738
p_78090,44738
p_105160,44738
p_16801,44738
p_28433,44738
p_30960,34610
p_30961,34610
p_109864,34610
p_46683,34610
p_109865,34610
p_30963,34610
p_13696,34610
p_30962,34610
p_231572,63024
p_158679,63024
p_15737,63024
p_1643,63024
p_243820,63024
p_63362,63024
p_210816,63024
p_243821,63024
p_20393,153715
p_14729,153715
p_194,153715
p_51881,153715
p_24813,153715
p_42841,153715
p_83905,153715
p_250003,153715
p_28150,66312
p_205512,66312
p_205513,66312
p_112711,66312
p_205514,66312
p_120399,35618
p_120400,35618
p_120401,35618
p_116006,35618
p_21354,35618
p_236764,95743
p_236765,95743
p_113225,95743
p_236766,95743
p_33161,139849
p_8293,139849
p_54291,139849
p_94929,139849
p_5442,139849
p_81804,139849
p_258899,139849
p_54324,139849
p_24895,139849
p_250206,116967
p_251036,116967
p_4467,116967
p_225579,116967
p_251037,116967
p_251038,116967
p_32682,116967
p_205,50955
p_51988,50955
p_36801,50955
p_52848,50955
p_157257,50955
p_11006,50955
p_207735,66315
p_207736,66315
p_207737,66315
p_207738,66315
p_33817,66315
p_2222,72234
p_29369,72234
p_4513,72234
p_21625,72234
p_26467,72234
p_221631,72234
p_27811,72234
p_4512,72234
p_11477,72234
p_221632,72234
p_50,103857
p_20080,103857
p_45152,103857
p_237480,103857
p_19646,103857
p_281302,187233
p_281303,187233
p_281304,187233
p_19794,63160
p_24478,63160
p_22476,63160
p_17577,63160
p_44106,63160
p_37966,63160
p_38912,63160
p_191064,63160
p_191065,63160
p_191066,63160
p_205176,66439
p_23356,66439
p_78637,66439
p_205177,66439
p_224502,77378
p_223016,77378
p_241587,104540
p_235905,104540
p_69197,104540
p_23392,104540
p_18178,104540
p_24560,104540
p_28254,176912
p_24298,176912
p_102242,54675
p_129306,54675
p_27384,54675
p_32915,54675
p_163191,54675
p_164135,54675
p_164136,54675
p_164137,54675
p_73488,54675
p_127506,54675
p_164138,54675
p_164139,54675
p_127861,54675
p_164140,54675
p_44955,54675
p_158358,72740
p_13525,72740
p_222902,72740
p_18041,72740
p_19974,72740
p_152916,72740
p_198539,72740
p_81189,72740
p_137387,181018
p_28079,181018
p_179841,181018
p_278313,181018
p_272014,170416
p_272015,170416
p_27433,170416
p_51740,170416
p_123693,170416
p_125423,170416
p_4776,18933
p_13327,18933
p_18913,18933
p_88197,18933
p_41484,18933
p_5052,18933
p_50,121255
p_1137,121255
p_569,121255
p_4390,121255
p_254556,121255
p_9871,3405
p_31895,3405
p_9919,3405
p_29395,3405
p_19162,3405
p_31896,3405
p_4968,3405
p_31897,3405
p_10254,3405
p_30832,3405
p_11223,3405
p_31898,3405
p_1220,72045
p_17304,72045
p_26456,72045
p_2969,72045
p_201310,72045
p_220897,72045
p_220898,72045
p_7405,72045
p_220899,72045
p_49729,72045
p_106702,72045
p_220900,72045
p_220901,72045
p_220902,72045
p_220903,72045
p_96125,76129
p_90978,76129
p_224250,76129
p_224635,76129
p_20669,98629
p_117534,98629
p_238104,98629
p_238105,98629
p_238106,98629
p_91868,90132
p_177837,90132
p_28675,90132
p_233166,90132
p_233167,90132
p_233168,90132
p_684,14768
p_40266,14768
p_82139,14768
p_41599,14768
p_6674,14768
p_82140,14768
p_82129,14768
p_23116,14768
p_5844,14768
p_48928,14768
p_67422,14768
p_23122,14768
p_4618,14768
p_82141,14768
p_82142,14768
p_7159,14768
p_26102,14768
p_82143,14768
p_82144,14768
p_118951,38344
p_118953,38344
p_44439,38344
p_26600,38344
p_5796,38344
p_50,87994
p_5676,87994
p_3784,87994
p_24366,87994
p_32312,87994
p_19534,89839
p_45036,89839
p_42416,89839
p_32676,89839
p_188137,89839
p_175321,89839
p_119210,89839
p_276959,178358
p_276960,178358
p_276961,178358
p_276962,178358
p_276963,178358
p_276964,178358
p_276965,178358
p_73249,75985
p_85002,75985
p_68903,75985
p_96120,88580
p_71490,88580
p_72592,88580
p_55803,88580
p_96077,88580
p_67906,63963
p_67905,63963
p_17388,63963
p_194666,63963
p_38526,63963
p_132025,63963
p_194667,63963
p_105726,63963
p_113079,63963
p_194668,63963
p_194669,63963
p_114273,63963
p_194670,63963
p_194671,63963
p_91471,167510
p_220376,167510
p_270806,167510
p_270807,167510
p_270808,167510
p_118489,112033
p_98054,112033
p_246291,112033
p_148279,112033
p_246311,112033
p_246312,112033
p_46577,6658
p_47270,6658
p_51044,6658
p_51045,6658
p_44425,6658
p_22537,6658
p_51046,6658
p_51047,6658
p_51048,6658
p_51049,6658
p_51050,6658
p_51051,6658
p_39046,6658
p_26937,6658
p_39940,6658
p_267976,159750
p_267977,159750
p_267978,159750
p_267979,159750
p_26903,159750
p_682,159750
p_39305,159750
p_10267,159750
p_41419,50373
p_17258,50373
p_227173,50373
p_227174,50373
p_227175,50373
p_9922,92032
p_234709,92032
p_27385,92032
p_151548,92032
p_72660,92032
p_92802,92032
p_85507,43851
p_78933,43851
p_136271,43851
p_136272,43851
p_136273,43851
p_44411,43851
p_136274,43851
p_136275,43851
p_30957,43851
p_30965,43851
p_246212,111885
p_160902,111885
p_87593,111885
p_116277,111885
p_120426,111885
p_27446,60753
p_8949,60753
p_86465,60753
p_13021,60753
p_87755,60753
p_100268,60753
p_12646,60753
p_161000,60753
p_69494,60753
p_1121,99828
p_8789,99828
p_18022,99828
p_19511,99828
p_33528,99828
p_15439,99828
p_238648,99828
p_55253,39463
p_19974,39463
p_31838,163548
p_226388,163548
p_153120,163548
p_242166,163548
p_258453,163548
p_19392,163548
p_59240,163548
p_231655,163548
p_271599,163548
p_79615,163548
p_85936,163548
p_182731,163548
p_85026,100430
p_38443,100430
p_44567,100430
p_21832,100430
p_18035,100430
p_106201,100430
p_280360,186409
p_280361,186409
p_280362,186409
p_280363,186409
p_240812,186409
p_280364,186409
p_280365,186409
p_280366,186409
p_280367,186409
p_280368,186409
p_280369,186409
p_224380,152574
p_49628,152574
p_207042,152574
p_10236,152574
p_101564,152574
p_253307,152574
p_38359,72212
p_937,72212
p_386,72212
p_45588,72212
p_34717,72212
p_112723,72212
p_221563,72212
p_73284,72212
p_43138,72212
p_221564,72212
p_130823,72212
p_221565,72212
p_221566,72212
p_221567,72212
p_221568,72212
p_41755,171942
p_10173,171942
p_177152,171942
p_21944,171942
p_272967,171942
p_35000,140812
p_24381,140812
p_9766,140812
p_37113,140812
p_28612,140812
p_259248,140812
p_45999,111201
p_27776,111201
p_31078,111201
p_120390,111201
p_187846,111201
p_89860,111201
p_70626,111201
p_31545,41425
p_5685,41425
p_45036,41425
p_92665,41425
p_119215,41425
p_125114,41425
p_500,955
p_15336,955
p_9030,955
p_10182,955
p_12206,955
p_15337,955
p_2039,955
p_1118,955
p_15338,955
p_10862,955
p_15339,955
p_15340,955
p_15341,955
p_15342,955
p_15343,955
p_158594,955
p_95322,955
p_45152,88768
p_54324,88768
p_229735,88768
p_80852,88768
p_239243,88768
p_245172,88768
p_235272,71228
p_165884,71228
p_235273,71228
p_40522,71228
p_1336,11143
p_1620,11143
p_173302,11143
p_26787,11143
p_65975,11143
p_137828,61540
p_695,61540
p_184747,61540
p_72432,61540
p_132938,61540
p_184748,61540
p_137841,61540
p_184749,61540
p_62423,61540
p_98404,61540
p_154586,61540
p_184750,61540
p_28781,109609
p_2412,109609
p_35968,109609
p_243989,109609
p_240487,109609
p_240206,109609
p_46275,109609
p_252288,109609
p_235870,109609
p_1620,28382
p_62417,28382
p_74865,28382
p_66002,28382
p_104274,28382
p_104275,28382
p_20373,15875
p_56825,15875
p_35863,15875
p_8435,15875
p_235107,92589
p_235108,92589
p_235109,92589
p_235110,92589
p_235637,92589
p_880,2155
p_33,2155
p_6885,2155
p_22062,2155
p_10825,2155
p_11160,2155
p_6542,2155
p_22063,2155
p_32751,2155
p_56015,2155
p_101247,2155
p_134343,2155
p_132426,2155
p_42545,2155
p_62912,2155
p_15864,2155
p_1117,2155
p_37430,2155
p_114410,2155
p_7869,2155
p_211125,2155
p_18976,2155
p_89973,2155
p_175047,2155
p_139039,2155
p_33046,2155
p_89044,2155
p_109286,2155
p_147322,2155
p_30551,68627
p_36211,68627
p_114131,68627
p_209392,68627
p_45035,68627
p_6787,68627
p_209393,68627
p_44976,68627
p_32679,68627
p_119162,68627
p_147601,68627
p_209394,68627
p_92738,23066
p_92740,23066
p_92741,23066
p_92742,23066
p_71612,23066
p_92743,23066
p_92744,23066
p_92745,23066
p_92746,23066
p_25155,38130
p_84208,38130
p_117830,38130
p_118301,38130
p_110572,38130
p_118302,38130
p_118303,38130
p_131293,38130
p_12266,38130
p_118305,38130
p_66155,95687
p_43663,95687
p_196853,95687
p_237238,95687
p_224465,75973
p_224466,75973
p_85015,75973
p_238173,111126
p_245758,111126
p_245526,111126
p_245528,111126
p_87319,111126
p_245759,111126
p_16927,12579
p_20234,12579
p_27880,12579
p_72925,12579
p_28190,12579
p_35136,12579
p_98668,69227
p_211581,69227
p_211582,69227
p_2963,9679
p_1771,9679
p_11701,9679
p_58497,9679
p_3087,9679
p_2040,9679
p_20581,68382
p_140859,68382
p_30898,68382
p_33801,68382
p_27412,68382
p_30902,68382
p_208958,68382
p_208959,68382
p_208960,68382
p_43241,68382
p_31775,68382
p_72475,68382
p_164537,68382
p_208961,68382
p_164539,68382
p_208962,68382
p_15140,8833
p_18841,8833
p_56038,8833
p_56039,8833
p_32679,8833
p_240923,8833
p_1158,9910
p_10297,9910
p_14343,9910
p_23346,9910
p_12799,9910
p_5915,9910
p_4728,9910
p_16183,9910
p_43903,9910
p_60287,9910
p_60288,9910
p_60290,9910
p_27124,9910
p_58374,9910
p_60286,9910
p_27121,9910
p_60291,9910
p_60294,9910
p_60292,9910
p_60293,9910
p_44646,5654
p_11291,5654
p_4796,5654
p_2263,5654
p_44647,5654
p_44648,5654
p_44649,5654
p_44650,5654
p_24371,5654
p_6263,5654
p_27419,5654
p_44651,5654
p_44652,5654
p_44653,5654
p_44654,5654
p_4154,5654
p_239980,133627
p_257264,133627
p_257265,133627
p_2506,133627
p_20279,133627
p_224002,133627
