people_id,name,birth_date
p_107686,Erin Cardillo,1977-02-17
p_153023,Teilor Grubbs,2001-10-27
p_163047,Kaiwi Lyman,1983-05-13
p_204890,Kimee Balmilero,1979-12-13
p_204891,Christine Ka'aloa,\N
p_1283,Helena Bonham Carter,1966-05-26
p_5472,Colin Firth,1960-09-10
p_118,Geoffrey Rush,1951-08-06
p_529,Guy Pearce,1967-10-05
p_5658,Michael Gambon,1940-10-19
p_937,Derek Jacobi,1938-10-22
p_49971,Jennifer Ehle,1969-12-29
p_9191,Timothy Spall,1957-02-27
p_136727,Eve Best,1971-07-31
p_136728,Patrick Ryecart,\N
p_136729,Jake Hathaway,\N
p_29545,Claire Bloom,1931-02-15
p_56402,Vahina Giocante,1981-06-30
p_81797,Nicolas Duvauchelle,1980-03-27
p_155679,Steve Le Roi,\N
p_14610,Jo Prestia,1960-06-05
p_248659,Paul Schmidt,\N
p_248660,Brendan Backmann,\N
p_37764,Jacques Spiesser,1947-06-07
p_37609,Christian Bouillette,1939-05-01
p_72332,Mireille Franchino,\N
p_4288,Sacha Bourdo,1962-01-08
p_167734,Tomasz Kowalski,\N
p_112566,Thierry Levaret,\N
p_240936,Francis Coffinet,\N
p_97725,Geert Van Rampelberg,1975-07-11
p_93352,Ina Geerts,1965-11-17
p_121293,Johan van Assche,\N
p_240217,Ingrid De Vos,\N
p_139419,Tibo Vandenborre,\N
p_240218,Brit Van Hoof,\N
p_252765,Paul Sidhu,\N
p_252766,Branden Coles,\N
p_236716,Arielle Holmes,\N
p_252767,Kelcey Watson,\N
p_252768,Timothy Lee DePriest,\N
p_193324,Anne-Solenne Hatte,\N
p_99998,Herbert Achternbusch,1938-11-23
p_80700,Annamirl Bierbichler,1946-12-07
p_45192,Werner Schroeter,1945-04-07
p_21997,Kurt Raab,1941-07-20
p_202536,Dietmar Schneider,\N
p_11610,Josef Bierbichler,1948-04-26
p_133163,Aarif Lee,1987-02-26
p_16483,Sylvester Stallone,1946-07-06
p_4521,Burt Young,1940-04-30
p_1101,Carl Weathers,1948-01-14
p_16523,Burgess Meredith,1907-11-16
p_16524,Thayer David,1927-03-04
p_16525,Joe Spinell,1936-10-28
p_16526,Jimmy Gambina,\N
p_16527,Bill Baldwin,\N
p_16528,Al Silvani,\N
p_2563,George Memmoli,\N
p_16529,Jodi Letizia,\N
p_16530,Diana Lewis,\N
p_16531,George O'Hanlon,1912-11-23
p_16532,Larry Carroll,\N
p_7664,Joseph Cotten,1905-05-15
p_39157,Norma Bengell,1935-09-21
p_108398,Al Mulock,\N
p_49895,Aldo Sambrell,1931-02-23
p_29904,Julian Mateos,\N
p_108399,Ángel Aranda,\N
p_52999,Gino Pernice,1927-05-06
p_12742,Julio Peña,1912-06-18
p_92235,Ennio Girolami,\N
p_14822,José Nieto,\N
p_108400,María Martín,\N
p_2091,James Mason,1909-05-15
p_167886,Wilfrid Lawson,1900-01-14
p_267744,Joyce Howard,\N
p_14304,Mary Clare,1894-07-17
p_6178,Roy Thinnes,1938-04-06
p_58339,Ian Hendry,1931-01-13
p_67917,Patrick Wymark,1926-07-11
p_100247,Lynn Loring,\N
p_32131,Loni von Friedl,1943-07-24
p_93328,Laura Leighton,1968-07-24
p_41210,Janel Parrish,1988-10-30
p_90010,Andrea Parker,\N
p_160628,Keegan Allen,1989-07-22
p_226801,Drew Van Acker,1986-04-02
p_172034,Lesley Fera,1971-11-23
p_160627,Cody Christian,1995-04-15
p_107402,Jim Abele,\N
p_55084,Sean Faris,1982-03-25
p_211633,Scott Lincoln,\N
p_1184,Anders W. Berthelsen,1969-09-28
p_86386,Maria Bonnevie,1973-09-26
p_182158,Marie Louise Wille,\N
p_64125,Henning Jensen,\N
p_19354,Sarah Juel Werner,1992-07-27
p_71158,Lars Mikkelsen,1964-05-06
p_1017,Sonja Richter,1974-01-04
p_90860,Vibeke Hastrup,\N
p_19069,Claude Chabrol,1930-06-24
p_84511,Jacques Charrier,1936-11-06
p_19092,Stéphane Audran,1932-11-08
p_6809,Walter Reyer,1922-09-04
p_137474,Erika Tweer,\N
p_3573,Daniel Boulanger,1922-01-24
p_39095,André Badin,\N
p_1032,Martin Scorsese,1942-11-17
p_2746,Elia Kazan,1908-09-07
p_9908,Gert Fröbe,1913-02-25
p_12776,Senta Berger,1941-05-13
p_65321,Helmut Schmid,1925-04-08
p_14121,Wolfgang Preiss,1910-02-27
p_23720,Harald Juhnke,1929-06-10
p_1137,Juliette Binoche,1964-03-09
p_227,William Hurt,1950-03-20
p_233567,Stephanie Buttle,\N
p_12932,Barbara Garrick,1965-12-03
p_925,Paul Guilfoyle,1949-04-28
p_28633,Richard Jenkins,1947-05-04
p_156352,Hideaki Sasaki,\N
p_156353,Masahiro Saito,\N
p_30471,Yukiko Kobayashi,\N
p_199811,Fudeko Tanaka,\N
p_122752,Sei Hiraizumi,\N
p_133846,Keiko Niitaka,\N
p_62414,Biao Yuen,1957-06-26
p_121198,Hoi Mang,\N
p_154193,Adam Cheng,\N
p_121252,Moon Lee,1965-02-14
p_195813,Judy Ongg,\N
p_62410,Sammo Hung Kam-Bo,1952-01-07
p_182526,Damian Lau,\N
p_56830,Brigitte Lin,1954-11-03
p_56807,Tsui Hark,1950-02-15
p_195815,Kwan-Li Shen,\N
p_195816,Jonathan Spalter,\N
p_222323,Eriko Satô,\N
p_222324,Aimi Satsukawa,\N
p_222325,Hiromi Nagasaku,\N
p_68973,Masatoshi Nagase,1966-07-15
p_1973,Bernard Giraudeau,1947-06-18
p_102242,Valeria D'Obici,1952-04-17
p_35956,Laura Antonelli,1941-11-28
p_1352,Jean-Louis Trintignant,1930-12-11
p_18340,Massimo Girotti,1918-05-18
p_24379,Bernard Blier,1916-01-11
p_33989,Katharina Lorenz,1978-12-19
p_21744,Florian Stetter,1977-08-02
p_137735,Radoslav Brzobohatý,\N
p_22690,Kyra Mladeck,1935-01-01
p_236989,Lukás Latinák,\N
p_261981,Svetlana Orlova,\N
p_261982,Andrey Gradov,\N
p_261983,Lyudmila Shagalova,\N
p_261984,Boris Saburov,\N
p_24373,Albert Filosow,1937-06-25
p_261985,Valeriy Dolzhenkov,\N
p_33643,Charo Santos-Concio,1955-10-27
p_215184,Michael De Mesa,\N
p_238804,Nonie Buencamino,\N
p_238805,Shamaine Buencamino,\N
p_234987,John Lloyd Cruz,\N
p_53283,Jonathan Taylor Thomas,1981-09-08
p_2641,Martin Landau,1928-06-20
p_35341,Geneviève Bujold,1942-07-01
p_10739,Bebe Neuwirth,1958-12-31
p_60949,Rob Schneider,1963-10-31
p_139024,Corey Carrier,\N
p_139025,Richard Claxton,\N
p_28476,Griff Rhys Jones,1953-11-16
p_229753,Magnus Solhaug,\N
p_229754,Sunaina Jassal,\N
p_229755,Nina Woxholt,\N
p_71180,Anders T. Andersen,\N
p_225568,Thorbjørn Harr,1974-05-24
p_25178,Danièle Delorme,1926-10-09
p_39645,Francis Blanche,1919-07-21
p_36912,Françoise Giret,\N
p_32100,Maurice Biraud,1922-03-03
p_39334,Yves Barsacq,1931-06-17
p_110571,Jacques Riberolles,\N
p_238756,Camille Guérini,\N
p_106556,Paula Beer,1995-02-01
p_106974,Jella Haase,1992-10-27
p_54676,Jannis Niewöhner,1992-03-30
p_235715,Moritz Leu,1990-01-01
p_88474,Clemens Schick,1972-02-15
p_19911,Anneke Kim Sarnau,1972-02-25
p_239576,Kai Hoppe,\N
p_239577,Nadine Hahl,\N
p_24901,Cathérine Seifert,\N
p_22184,Sebastian Rudolph,1968-01-01
p_15485,Victoria Trauttmansdorff,1960-09-08
p_129440,Christoph Bantzer,1936-01-04
p_44331,Lale Yavaş,1978-01-01
p_20508,Iain Glen,1961-06-24
p_237502,Killian Scott,1985-07-06
p_53998,Nora-Jane Noone,1984-03-08
p_237710,Tara Breathnach,\N
p_237503,Frank O'Sullivan,\N
p_10510,Kabir Bedi,1946-01-16
p_41118,Carole André,1953-03-11
p_256713,Sergio Graziani,\N
p_152188,Giuseppe Rinaldi,\N
p_87105,Jackie Basehart,\N
p_256714,Nicolò Piccolomini,\N
p_5442,Benoît Magimel,1974-05-11
p_9272,Nathalie Baye,1948-07-06
p_67532,Mélanie Doutey,1978-11-22
p_30720,Suzanne Flon,1918-01-28
p_6015,Bernard Le Coq,1950-09-25
p_25052,Thomas Chabrol,1963-04-24
p_28676,Françoise Bertin,1925-09-23
p_28247,François Maistre,1925-05-14
p_232420,Max Boublil,1979-05-17
p_241875,Vanessa Guide,1989-03-21
p_71377,Bruno Lochet,1959-10-18
p_235643,Solène Rigot,1992-01-01
p_17463,Carole Franck,1970-01-01
p_260122,Delphine Baril,\N
p_148014,Zoé Héran,1999-02-02
p_234812,Julie Moulier,1984-01-01
p_252897,Sarah Suco,1981-04-01
p_238339,Mona Walravens,\N
p_24608,Flavio Bucci,1947-05-25
p_9766,Macha Méril,1940-09-03
p_102223,Gianfranco De Grassi,\N
p_32377,Enrico Maria Salerno,1926-09-18
p_24602,Marina Berti,1924-09-29
p_30832,Franco Fabrizi,1916-02-15
p_69011,Irene Miracle,1954-01-24
p_102230,Laura D'Angelo,\N
p_198525,Chikako Sakuragi,\N
p_198526,Atsuko Rukawa,\N
p_157663,Hiroshi Tamaki,\N
p_198527,Maria Yanagisawa,\N
p_147236,Miki Mizuno,\N
p_199179,Makoto Togashi,1973-06-05
p_158350,Megumi Kagurazaka,\N
p_200146,Kazuya Kojima,\N
p_18061,Satoshi Nikaido,\N
p_200150,Ryûju Kobayashi,\N
p_200152,Shingo Gotsuji,\N
p_54227,Marie Gillain,1975-06-18
p_40937,Olivier Sitruk,\N
p_97782,Bruno Putzulu,1967-05-24
p_35896,Richard Berry,1950-07-31
p_64645,Philippe Duclos,1946-12-08
p_234904,Marie Ravel,\N
p_16921,Clotilde Courau,1969-04-03
p_18558,Jean-Louis Richard,1927-05-17
p_3829,Jean-Paul Belmondo,1933-04-09
p_3762,Christine Kaufmann,1945-01-11
p_4289,Pierre Vaneck,1931-04-15
p_37129,Béatrice Altariba,1939-06-18
p_39098,Henri Virlojeux,1924-03-22
p_28189,Mario David,1927-08-09
p_70173,Jean-Pierre Darras,1927-11-26
p_24495,Michel Constantin,1924-07-13
p_24388,Claude Piéplu,1923-05-10
p_112652,Nico,1938-10-16
p_167609,Gerhard Richter,1932-02-09
p_7107,Daniel Olbrychski,1945-02-27
p_235543,Anna Seniuk,\N
p_3200,Christine Pascal,1953-11-29
p_2832,Maja Komorowska,1937-12-23
p_177658,Stanislawa Celinska,\N
p_2817,Krystyna Zachwatowicz,1930-05-16
p_3131,Antonio Banderas,1960-08-10
p_2983,Mark Strong,1963-08-30
p_82038,Freida Pinto,1984-10-18
p_87538,Tahar Rahim,1981-07-04
p_53240,Riz Ahmed,1982-12-01
p_181065,Jamal Awar,\N
p_105015,Lotfi Dziri,\N
p_25078,Eriq Ebouaney,1967-10-03
p_181693,Mostafa Gaafar,\N
p_181694,Akin Gazi,\N
p_17199,Corey Johnson,1961-05-17
p_85167,Liya Kebede,1978-01-03
p_181695,Driss Roukhe,\N
p_115743,Jan Uddin,\N
p_189820,Elia Suleiman,1960-07-28
p_96664,Manal Khader,\N
p_246885,George Ibrahim,\N
p_246886,Amer Daher,\N
p_246887,Jamel Daher,\N
p_54146,Verónica Forqué,1955-12-01
p_2744,Carmen Maura,1945-09-15
p_954,Marisa Paredes,1946-04-03
p_19820,Mercedes Sampietro,1947-01-24
p_234425,Betiana Blum,\N
p_47150,Dirch Passer,1926-05-18
p_47151,Ove Sprogøe,1919-12-21
p_124256,Hans W. Petersen,\N
p_73930,Paul Hagen,\N
p_124257,Bodil Steen,\N
p_72912,Axel Strøbye,1928-02-22
p_124258,Karl Stegger,\N
p_8252,William Holden,1918-04-17
p_10022,Martha Scott,1912-09-22
p_20366,Fay Bainter,1893-12-07
p_17755,Beulah Bondi,1888-05-03
p_3383,Thomas Mitchell,1892-07-11
p_30002,Guy Kibbee,1882-03-06
p_34293,Stuart Erwin,1903-02-14
p_164465,Frank Craven,\N
p_19097,Doro Merande,\N
p_188078,Philip Wood,\N
p_188079,Ruth Tobey,\N
p_188080,Douglas Gardner,\N
p_188081,Arthur B. Allen,\N
p_113932,Charles Trowbridge,\N
p_34280,Spencer Charters,\N
p_188082,Dix Davis,\N
p_31707,Tim Davis,\N
p_34383,Stefan Kurt,1959-10-22
p_155585,Isabella Schmid,1970-12-27
p_254600,Luna Paiano,2006-01-01
p_256560,Maxwell Mare,\N
p_48748,Mira Partecke,1971-03-18
p_98470,Michaela Benn,\N
p_98471,Franziska Dick,\N
p_98472,Saskia Draxler,\N
p_98473,Thorsten Haase,\N
p_84582,Thorsten Heidel,\N
p_98474,Sean Patten,\N
p_98475,Fabio Pink,\N
p_98476,Angelika Sautter,\N
p_98477,Anna Schmidt,\N
p_98478,Sven Seeger,\N
p_11611,Laura Tonke,1974-04-14
p_8203,Bastian Trost,1974-03-29
p_98479,Andina Weiler,\N
p_158693,Paula Wessely,1907-01-20
p_15388,Hedwig Bleibtreu,1868-12-23
p_14120,Paul Hörbiger,1894-04-29
p_47306,Hans Holt,1909-11-22
p_10459,Curd Jürgens,1915-12-13
p_99,Amanda Plummer,1957-03-23
p_13363,Saskia Reeves,1961-08-01
p_92023,Kathy Jamieson,\N
p_92024,Des McAleer,\N
p_92025,Lisa Riley,\N
p_92026,Freda Dowie,\N
p_92027,Paula Tilbrook,\N
p_92028,Fine Time Fontayne,\N
p_92029,Elizabeth McGrath,\N
p_92030,Shirley Vaughan,\N
p_92031,Joanne Cook,\N
p_92032,Paul Bown,\N
p_56471,Katy Murphy,1963-01-15
p_83444,Emily Aston,\N
p_29699,Ricky Tomlinson,1939-09-26
p_24517,Frank Zagarino,1959-12-19
p_56117,Martin Kove,1947-03-06
p_139713,Advent Bangun,\N
p_204653,Ayu Azhari,\N
p_204654,Frans Tumbuan,\N
p_204655,John Honeyben,\N
p_204656,Anna M. Tarigan,\N
p_204657,Yoshep Hungan,\N
p_204658,Eddy Hansudi,\N
p_204659,Titi Suwarino,\N
p_139415,Andrea Wenzl,1979-01-01
p_84343,Emily Cox,1985-02-23
p_7824,Philipp Hochmair,1973-10-16
p_139416,Sami Loris,1978-01-01
p_78090,Pia Hierzegger,1972-01-01
p_105160,Johannes Krisch,1966-01-01
p_16801,Andreas Kiendl,1975-12-31
p_28433,Marion Mitterhammer,1965-08-08
p_30960,Anne Libert,\N
p_30961,Britt Nichols,\N
p_109864,Doris Thomas,\N
p_46683,Karin Field,\N
p_109865,Cihangir Gaffari,\N
p_30963,Luis Barboo,\N
p_13696,Howard Vernon,1914-07-15
p_231572,Phoebe Fox,1987-01-01
p_158679,Jeremy Irvine,1990-06-18
p_15737,Helen McCrory,1968-08-17
p_1643,Adrian Rawlins,1958-03-27
p_243820,Leanne Best,\N
p_63362,Ned Dennehy,1965-12-08
p_210816,Oaklee Pendergast,\N
p_243821,Jude Wright,\N
p_20393,Richard Todd,1919-06-11
p_14729,Laurence Harvey,1928-10-01
p_194,Richard Harris,1930-10-01
p_51881,Ronald Fraser,1930-04-11
p_24813,David McCallum,1933-09-19
p_42841,John Meillon,1934-05-01
p_83905,John Rees,\N
p_250003,Kenji Takaki,\N
p_28150,Jean-Claude Drouot,1938-12-17
p_205512,Claire Drouot,\N
p_205513,Olivier Drouot,\N
p_112711,Marie-France Boyer,1938-04-22
p_205514,Sandrine Drouot,\N
p_120399,Kenneth Chan,\N
p_120400,Miu Ting Kong,\N
p_120401,Anita Lee,\N
p_116006,Jade Leung,\N
p_21354,Russell Wong,1963-03-01
p_236764,Viktoriya Isakova,\N
p_236765,Pyotr Skvortsov,\N
p_113225,Yuliya Aug,\N
p_236766,Aleksandra Revenko,\N
p_8293,Marion Cotillard,1975-09-30
p_54291,Gilles Lellouche,1972-07-05
p_81804,Pascale Arbillot,1970-04-17
p_258899,Clémentine Baert,\N
p_54324,Valérie Bonneton,1970-04-05
p_24895,Jose Garcia,1966-03-17
p_250206,Ardalan Esmaili,\N
p_251036,Soho Rezanejad,\N
p_4467,Lars Brygmann,1957-02-17
p_225579,Susan Taslimi,1950-02-07
p_251037,Elmira Arikan,\N
p_251038,Hassan El Sayed,\N
p_32682,Stine Fischer Christensen,1985-01-01
p_205,Kirsten Dunst,1982-04-30
p_51988,Lizzy Caplan,1982-06-30
p_36801,Adam Scott,1973-04-03
p_52848,Isla Fisher,1976-02-03
p_157257,Rebel Wilson,1986-02-03
p_11006,James Marsden,1973-12-18
p_207735,Francesco Ruiu,\N
p_207736,Giancarlo De Rosa,\N
p_207737,Vincenzo Ciccora,\N
p_207738,Alfredo Leggi,\N
p_33817,Gabriella Giorgelli,1941-07-29
p_2222,Beau Bridges,1941-12-09
p_29369,Melanie Griffith,1957-08-09
p_4513,Elizabeth McGovern,1961-07-18
p_21625,Molly Ringwald,1968-02-18
p_26467,Kyra Sedgwick,1965-08-19
p_221631,Philip O'Brien,\N
p_27811,Peter Weller,1947-06-24
p_4512,James Woods,1947-04-18
p_11477,Ray Liotta,1954-12-18
p_221632,Carmen Segarra,\N
p_20080,Catherine Frot,1956-05-01
p_45152,Olivier Gourmet,1963-07-22
p_237480,Quentin Dolmaire,1994-02-18
p_19646,Mylène Demongeot,1935-09-29
p_281302,Lucas Odin Clorius,\N
p_281303,Viktor Kruse Palshøj,\N
p_281304,Andrea Reimer,\N
p_19794,Eddie Constantine,1917-10-29
p_24478,Raymond Pellegrin,1925-01-01
p_22476,Marie Versini,1940-08-10
p_17577,Pierre Clementi,1942-09-28
p_44106,Georges Douking,\N
p_37966,Henri Cogan,1914-09-13
p_38912,Moustache,1929-02-14
p_191064,Jean-Marc Allègre,\N
p_191065,Jean Roux,\N
p_191066,Guy Estève,\N
p_205176,Lili Darvas,\N
p_78637,Iván Darvas,\N
p_205177,Erzsi Orsolya,\N
p_224502,Younes Ghazali,\N
p_223016,Elnaz Shakerdoost,1984-06-27
p_241587,Garance Marillier,1998-02-11
p_235905,Ella Rumpf,1995-01-01
p_69197,Rabah Naït Oufella,\N
p_23392,Joana Preiss,1972-05-22
p_18178,Laurent Lucas,1965-07-20
p_24560,Marion Vernoux,1966-06-29
p_28254,Bernadette Lafont,1938-10-26
p_24298,Gérard Blain,1930-10-23
p_129306,Leonardo Treviglio,\N
p_27384,Paolo Malco,1947-04-10
p_32915,Lara Wendel,1965-03-29
p_163191,Lea Martino,\N
p_164135,Eliana Miglio,\N
p_164136,Barbara Scoppa,\N
p_164137,Massimiliano Baratta,\N
p_73488,Loredana Romito,\N
p_127506,Dino Conti,\N
p_164138,Marcello Modugno,\N
p_164139,Loredana Guerra,\N
p_127861,Gianpaolo Saccarola,\N
p_164140,Peter Pitsch,\N
p_44955,Lamberto Bava,1944-04-03
p_158358,Jack Axelrod,1930-01-25
p_13525,Matt Craven,1956-11-10
p_222902,Nasser Faris,\N
p_18041,Oded Fehr,1970-11-23
p_19974,Greg Germann,1958-02-26
p_152916,Ryan Locke,\N
p_198539,Kiara Muhammad,\N
p_81189,Forry Smith,\N
p_137387,Andrey Myagkov,1938-07-08
p_28079,Alisa Frejndlikh,1934-12-08
p_179841,Oleg Basilashvili,\N
p_278313,Svetlana Nemolyayeva,\N
p_272014,Iva Zanicchi,\N
p_272015,Carlo Pistarino,\N
p_27433,Paolo Villaggio,1932-12-30
p_51740,Marisa Laurito,\N
p_123693,Lando Buzzanca,1935-08-24
p_125423,Gianfranco D'Angelo,1936-08-19
p_4776,Michael Murphy,1938-05-05
p_13327,Nigel Davenport,1928-05-23
p_18913,Lynne Frederick,1954-07-25
p_88197,Alan Gifford,\N
p_41484,Robert Henderson,\N
p_5052,Helen Horton,\N
p_569,Ethan Hawke,1970-11-06
p_4390,Ludivine Sagnier,1979-07-03
p_254556,Clémentine Grenier,\N
p_9871,Ursula Andress,1936-03-19
p_31895,Virna Lisi,1936-09-08
p_9919,Claudine Auger,1941-04-26
p_29395,Marisa Mell,1939-02-24
p_31896,Brett Halsey,1933-06-20
p_4968,Frank Wolff,1928-05-11
p_31897,Marco Guglielmi,\N
p_10254,Mario Adorf,1930-09-08
p_11223,Vittorio Caprioli,1921-08-15
p_31898,Luciano Salce,1922-09-25
p_1220,Judith Baldwin,1946-03-26
p_17304,Adrian Pasdar,1965-04-30
p_26456,Lori Singer,1957-11-06
p_2969,Chris Penn,1965-10-10
p_201310,Marji Martin,\N
p_220897,Tiny Wells,\N
p_220898,Jacqueline Murphy,\N
p_7405,Frank Beddor,\N
p_220899,Anthony Duran,\N
p_49729,Katherine Kelly Lang,1961-07-25
p_106702,Dean Paul Martin,\N
p_220900,Rosemarie Pasdar,\N
p_220901,Ernest McClure,\N
p_220902,Loren Elmer,\N
p_220903,Marie Antoinette Bresadola,\N
p_96125,Mahnaz Afshar,1977-06-11
p_224250,Vishka Asayesh,1972-11-07
p_224635,Hossein Pakdel,\N
p_20669,Mathieu Simonet,1976-05-01
p_117534,Gaëlle Bona,1980-01-01
p_238104,Isabelle Caillat,1978-01-01
p_238105,Jean-Charles Clichet,\N
p_238106,Baptiste Coustenoble,\N
p_91868,Louise Bourgoin,1981-11-28
p_177837,Cédric Kahn,1966-06-17
p_28675,Laurent Stocker,1973-05-23
p_233166,Paula Denis,\N
p_233167,Serge Bozon,1972-11-08
p_233168,Camille Cayol,\N
p_684,Tom Schilling,1982-10-02
p_40266,Maruschka Detmers,1962-12-16
p_82139,Alexis Bug,\N
p_41599,Marlen Diekhoff,1938-05-16
p_6674,Julia Dietze,1981-01-09
p_82140,James Garfunkel,\N
p_82129,Gernot Gricksch,1964-01-01
p_23116,Leander Haußmann,1959-06-26
p_5844,Detlev Buck,1962-12-01
p_48928,Kirstin Hesse,\N
p_67422,Peter Jordan,1967-04-26
p_23122,Annika Kuhl,1975-08-28
p_4618,Steffi Kühnert,1963-02-19
p_82141,Aaron Hong Le,\N
p_82142,Boris Naujoks,\N
p_7159,Johann Adam Oest,1946-06-24
p_26102,Christian Sengewald,\N
p_82143,Sammy Steward,\N
p_82144,Bettina Stucky,1969-01-01
p_118951,Gundolf Willer,1937-03-31
p_118953,Yvonne Ten Hoff,1950-03-28
p_44439,Véronique Vendell,1942-07-21
p_26600,Rudolf Schündler,1906-04-17
p_5796,Ralf Wolter,1926-11-26
p_5676,Marcello Mastroianni,1924-09-28
p_3784,Michel Piccoli,1925-12-27
p_24366,Philippe Noiret,1930-10-01
p_32312,Ugo Tognazzi,1922-03-23
p_19534,Gina Lollobrigida,1927-07-04
p_45036,Andrea Checchi,1916-10-21
p_42416,Lamberto Maggiorani,1909-08-28
p_32676,Vittorio Duse,1916-03-21
p_188137,Giuseppe Taffarel,\N
p_175321,Pietro Tordi,1906-07-12
p_119210,Giuliano Montaldo,1930-02-22
p_276959,Volodymyr Zelenskyy,1978-01-25
p_276960,Evgeniy Koshevoy,\N
p_276961,Stanislav Boklan,\N
p_276962,Olha Zhukovtsova-Kyiashko,\N
p_276963,Georgiy Povolotskiy,\N
p_276964,Vladimir Goryanskiy,\N
p_276965,Dmitriy Lalenkov,\N
p_73249,Jung-Jae Lee,1973-03-15
p_85002,Choi Min-sik,1962-01-22
p_68903,Jeong-min Hwang,1970-09-01
p_96120,Laetitia Casta,1978-05-11
p_71490,Yannick Renier,1975-03-29
p_72592,Yann Trégouët,\N
p_55803,Christine Citti,1962-01-01
p_96077,Marc Citti,1966-09-09
p_67906,Dominique Michel,\N
p_67905,Dorothée Berryman,1948-04-28
p_17388,Louise Portal,1950-05-12
p_194666,Pierre Curzi,1946-02-11
p_38526,Rémy Girard,1950-08-10
p_132025,Yves Jacques,1956-05-10
p_194667,Geneviève Rioux,\N
p_105726,Daniel Brière,\N
p_113079,Gabriel Arcand,1949-06-04
p_194668,Évelyn Regimbald,\N
p_194669,Jean-Paul Bongo,\N
p_114273,Lisette Guertin,\N
p_194670,Alexandre Remy,\N
p_194671,Ariane Frédérique,\N
p_91471,Rupert Davies,1916-05-22
p_220376,Sheila Keith,\N
p_270806,Deborah Fairfax,\N
p_270807,Paul Greenwood,\N
p_270808,Kim Butcher,\N
p_118489,Marco Bocci,1977-08-04
p_98054,Massimo Poggio,\N
p_246291,Michele Alhaique,\N
p_148279,Giuseppe Cederna,\N
p_246311,Florian Hackspiel,\N
p_246312,Markus Rupert,\N
p_46577,Alena Penz,1949-08-16
p_47270,Alexander Grill,1938-06-30
p_51044,Rinaldo Talamonti,1947-08-25
p_51045,Alexander Miller,\N
p_44425,Eva Garden,1952-03-01
p_22537,Sissy Löwinger,\N
p_51046,Gerd Eichen,\N
p_51047,Erhard Bimbo Weller,\N
p_51048,Jürgen Schilling,\N
p_51049,Walter Feuchtenberg,1923-02-07
p_51050,Joanna Jung,\N
p_51051,Elisabeth Felchner,\N
p_39046,Hans Terofal,1923-04-10
p_26937,Ulrich Beiger,1918-08-26
p_39940,Walter Klinger,\N
p_267976,Harry Oelrichs,\N
p_267977,Helmut Block,\N
p_267978,William Denker,\N
p_267979,Friedrich Wichers,\N
p_26903,Uwe Dallmeier,\N
p_682,Uwe Ochsenknecht,1956-01-07
p_39305,Werner Eichhorn,1922-11-15
p_10267,Käte Jaenicke,1923-03-22
p_41419,Hugh Laurie,1959-06-11
p_17258,Kerry Fox,1966-07-30
p_227173,Eka Darville,1989-04-11
p_227174,Xzannjah Matsi,\N
p_227175,Florence Korokoro,\N
p_9922,Rik Van Nutter,\N
p_234709,Gilda Lousek,\N
p_27385,Andrea Aureli,\N
p_151548,Duilio Marzio,\N
p_72660,Glauco Onorato,\N
p_92802,Furio Meniconi,\N
p_85507,Katja Bienert,1966-09-01
p_78933,Antonio Mayans,1939-05-04
p_136271,Javier Maiza,\N
p_136272,Albino Graziani,\N
p_136273,Aline Mess,\N
p_44411,Olivier Mathot,\N
p_136274,Daniel Katz,\N
p_136275,Mari Carmen Nieto,\N
p_30957,Daniel White,\N
p_30965,Lina Romay,1954-06-25
p_246212,Kevin Sherwood,\N
p_160902,Kevin Kirkpatrick,\N
p_87593,Joe Nieves,\N
p_116277,Scott Rinker,\N
p_120426,Dave Hanson,\N
p_27446,Patty Duke,1946-12-14
p_8949,Peter Fonda,1940-02-23
p_86465,Autumn Reeser,1980-09-21
p_13021,William Baldwin,1963-02-21
p_100268,Michelle Borth,1978-08-19
p_12646,Terry O'Quinn,1952-07-15
p_69494,Don Stroud,1943-09-01
p_1121,Benicio Del Toro,1967-02-19
p_8789,Mathieu Amalric,1965-10-25
p_18022,Gina McKee,1964-04-14
p_19511,Larry Pine,1945-03-03
p_33528,Joseph Cross,1986-05-28
p_15439,Gary Farmer,1953-06-12
p_238648,Michelle Thrush,\N
p_55253,Michelle Krusiec,1974-10-02
p_31838,Danielle Panabaker,1987-09-19
p_226388,Carlos Valdes,1989-04-20
p_153120,Danielle Nicolet,1973-11-24
p_242166,Kayla Compton,\N
p_258453,Brandon McKnight,\N
p_19392,Jesse L. Martin,1969-01-18
p_59240,Michelle Harrison,1975-03-24
p_231655,Victoria Park,1988-04-14
p_271599,Sara Garcia,\N
p_79615,Ennis Esmer,1978-12-29
p_85936,Jon Cor,1984-11-17
p_182731,Candice Patton,1988-06-24
p_38443,Maja Maranow,1961-03-20
p_44567,Tobias Moretti,1959-07-11
p_21832,Jasmin Gerat,1978-12-25
p_18035,Johanna Gastdorf,1959-01-01
p_106201,Marcel Hensema,1970-10-25
p_280360,Pelayo Carrizo,\N
p_280361,Senén Valera,\N
p_280362,Alejandro Barrena,\N
p_280363,Úrsula Villalta,\N
p_240812,David Soto Giganto,\N
p_280364,Lucía Llamedo,\N
p_280365,Óscar Torrecillas,\N
p_280366,Sam McNamara Ferreiro,\N
p_280367,Abdou Karim Thiam,\N
p_280368,Mia Onungue,\N
p_280369,Eduardo Cabrera,\N
p_224380,Sascha Alexander Geršak,1975-01-01
